Tipo,Año Fab.,Marca,Modelo,Versión,Tasación,Valor Permiso,Antigüedad_Veh
Sedán,2014,HYUNDAI,SONATA,YF 2.0 GLS EN AERO,7187294,123858,9
SUV,2014,HYUNDAI,TUCSON,LM CRDI GL 4WD MT,7450015,131740,9
Hatchback,2014,HYUNDAI,I 10,BA 1.0 GL DH,3215245,33718,9
SUV,2014,HYUNDAI,TUCSON,LM FL GL 2WD 2AB A,7064550,120176,9
SUV,2014,HYUNDAI,TUCSON,LM FL GL 2WD WCE1,6969434,117323,9
VAN,2014,HYUNDAI,GRAN SANTA FE,NC CRDI GLS FU,13126668,305861,9
VAN,2014,HYUNDAI,GRAN SANTA FE,NC GLS 4WD,11295639,247109,9
VAN,2015,HYUNDAI,GRAN SANTA FE,NC GLS 4WD COMPLETO,13239258,310365,8
VAN,2015,HYUNDAI,GRAN SANTA FE,NC 5DR GLS,12072059,270401,8
VAN,2015,HYUNDAI,H1,MB GLS CRDI A2 9S AV,10443156,221534,8
VAN,2015,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S DP,9015516,178705,8
VAN,2015,HYUNDAI,H1,MB CRDI MT GLS A2 9S,10599439,226223,8
VAN,2015,HYUNDAI,H1,MB 2.5 CRDI 6M / T GLS 10SAC,10590877,225966,8
VAN,2015,HYUNDAI,H1,MB 2.5 CRDI 10S AC 2AB ABS,10573753,225452,8
VAN,2015,HYUNDAI,GRAN SANTA FE,NC CRDI GLS,13248641,310740,8
VAN,2015,HYUNDAI,GRAN SANTA FE,NC 5DR CRDI GLS,13578926,323952,8
VAN,2015,HYUNDAI,H1,MB 2.5 CRDI 6M / T GL 10S AC,10513822,223654,8
VAN,2015,HYUNDAI,GRAN SANTA FE,NC GLS 4WD,12329117,278113,8
VAN,2015,HYUNDAI,GRAN SANTA FE,NC 5DR CRDIFULL,15436824,398268,8
VAN,2015,HYUNDAI,GRAN SANTA FE,NC 5DR 4WD COMPLETO,15111478,385254,8
VAN,2015,HYUNDAI,H1,MB GLS 2.5 CRDI 10S AC,10349328,218719,8
VAN,2015,HYUNDAI,H1,MB GLS CRDI 10S AC 2AB,10649580,227727,8
VAN,2015,HYUNDAI,GRAN SANTA FE,NC CRDI GLS FU,14327673,353902,8
VAN,2015,HYUNDAI,GRAN SANTA FE,NC 3.3 GLS 2WD,10847730,233671,8
VAN,2015,HYUNDAI,H1,FURGON GL CRDI A2 3S,9400794,190263,8
VAN,2015,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S,8921337,175880,8
SUV,2015,HYUNDAI,TUCSON,LM CRDI GL 4WD MT,8247560,155666,8
SUV,2015,HYUNDAI,SANTA FE,DM 2.4 GLS 2WD EN,9392273,190008,8
SUV,2015,HYUNDAI,SANTA FE,DM 2.4 GLS 2WD MT,8651025,167770,8
SUV,2015,HYUNDAI,TUCSON,LM FL GL 2WD 2AB A,7665821,138214,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR GLS COMPLETO,10158204,212986,8
SUV,2015,HYUNDAI,SANTA FE,DM WGN CRDI GLS COMPLETO,12878536,295936,8
SUV,2015,HYUNDAI,SANTA FE,DM WGN 4WD GLS,10605853,226415,8
SUV,2015,HYUNDAI,SANTA FE,DM2.2 CRDI GLS 4WD EN,11597252,256157,8
SUV,2015,HYUNDAI,TUCSON,LM FL CRDI GL 2AB,9392273,190008,8
SUV,2015,HYUNDAI,TUCSON,LM FL GL 4WD 2AB A,8247560,155666,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR GL AB ABS,6998830,118205,8
SUV,2015,HYUNDAI,SANTA FE,DM WGN GLS COMPLETO,12250105,275743,8
SUV,2015,HYUNDAI,SANTA FE,DM CRDI GLS 4WD COMPLETO,12854559,294977,8
SUV,2015,HYUNDAI,SANTA FE,DM 3.3 GLS 4WD COMPLETO,11944419,266572,8
SUV,2015,HYUNDAI,TUCSON,LM FL CRDI GL 4WD,9063872,180156,8
SUV,2015,HYUNDAI,TUCSON,TL 6AT GL ADVANCE,8238476,155394,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR GL AC 2AB A,8143780,152553,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR GL ACL ABABS,7007439,118463,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL AC,8746386,170631,8
SUV,2015,HYUNDAI,SANTA FE,DM WGN CRDI GLS,10743592,230547,8
SUV,2015,HYUNDAI,SANTA FE,DM2.2 CRDI GLS 2WD MT,10199201,214216,8
SUV,2015,HYUNDAI,TUCSON,LM FL GLS 4WD COMPLETO,9833269,203238,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR GL AC 2ABABS,7549784,134733,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR GL AC 2ABABS,7351784,128793,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL ABS,8290128,156943,8
SUV,2015,HYUNDAI,SANTA FE,DM WGN GLS,9168209,183286,8
SUV,2015,HYUNDAI,SANTA FE,DM2.2 CRDI GLS 2WD EN,10799706,232231,8
SUV,2015,HYUNDAI,TUCSON,LM FL CRDI GL 2AB,8238177,155385,8
SUV,2015,HYUNDAI,TUCSON,LM FL GL 2WD 2AB A,7403100,130333,8
SUV,2015,HYUNDAI,TUCSON,TL 6MT GL ADVANCE,7696131,139124,8
SUV,2015,HYUNDAI,TUCSON,TL CRDI 6AT GL ADVANCE,9116558,181736,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR GL 4WD 2AB,8746386,170631,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL 4WD,9710554,199556,8
SUV,2015,HYUNDAI,SANTA FE,DM WGN CRDI GLS,10330377,218151,8
SUV,2015,HYUNDAI,SANTA FE,DM WGN GLS,9538381,194391,8
SUV,2015,HYUNDAI,TUCSON,TL 6MT GL ACTIVO,7196829,124144,8
SUV,2015,HYUNDAI,TUCSON,TL CRDI 6AT GLS PREMIUM,10468115,222283,8
SUV,2015,HYUNDAI,SANTA FE,DM 2.4 GLS 4WD AT *,10442289,221508,8
SUV,2015,HYUNDAI,TUCSON,LM FL GL AC / L 1AB,6938569,116397,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL 2AB,8393431,160043,8
SUV,2015,HYUNDAI,SANTA FE,DM WGN CRDI 4WD GLS,11724977,259989,8
SUV,2015,HYUNDAI,TUCSON,TL 6AT GLS PREMIUM,9856901,203947,8
SUV,2015,HYUNDAI,TUCSON,TL CRDI 6MT GL ADVANCE,8866906,174247,8
SUV,2015,HYUNDAI,SANTA FE,DM 2.4 GLS 4WD COMPLETO *,11828281,263088,8
Sedán,2015,HYUNDAI,ELANTRA,MD FL GL 1.6 MT 2AB,5470225,78818,8
Sedán,2015,HYUNDAI,GÉNESIS,COUPE BK 2DR 6M / T GLE4,10358320,218989,8
Sedán,2015,HYUNDAI,SONATA,LF 2.0 EN GLS 2.0 EN,9883960,204758,8
Sedán,2015,HYUNDAI,ELANTRA,MD FL GLS 1.6 2AB ABS,6427280,101058,8
Sedán,2015,HYUNDAI,ACENTO,TAXI RB GL AC DIESL 6MT,5695414,83321,8
Sedán,2015,HYUNDAI,ACENTO,RB SDN GL AC,5364592,76705,8
Sedán,2015,HYUNDAI,ACENTO,RB SDN GLS 2AB ABS,5666459,82742,8
Sedán,2015,HYUNDAI,ACENTO,RB SDN GL AC 2AB,5450840,78430,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.6 GL AC 2AB AT,5413927,77692,8
Sedán,2015,HYUNDAI,ELANTRA,MD FL GLS 1.8 AL COMPLETO,7825330,143000,8
Sedán,2015,HYUNDAI,I 10,I-10 BA 5DR 1.2 GLS ABAC,4519367,59801,8
Sedán,2015,HYUNDAI,I 10,I-10 BA 5DR 1.2 GLS AC,4036381,50141,8
Sedán,2015,HYUNDAI,ACENTO,RB SDN GL AC 2AB,4916105,67735,8
Sedán,2015,HYUNDAI,ELANTRA,MD SDN 6M / T GLS AC 2AB,5882077,87055,8
Sedán,2015,HYUNDAI,ACENTO,RB SDN CRDI AC 2AB ABS,6830799,113164,8
Sedán,2015,HYUNDAI,EQUUS,"5,0 en",27392194,911487,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.4 GL AV AC,4672679,62867,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.4 GL AC 6MT,4766508,64743,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.6 GL AC TAXI 6MT,5094909,71311,8
Sedán,2015,HYUNDAI,I 10,I-10 BA 5DR 1.2 GLS AB,3889761,47208,8
Sedán,2015,HYUNDAI,ACENTO,TAXI RB SDN CRDI GL AC,6201192,94275,8
Sedán,2015,HYUNDAI,ACENTO,RB SDN CRDI GL AC,5942451,88262,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.4 GL AV 6MT,4381810,57049,8
Sedán,2015,HYUNDAI,ACENTO,RB SDN 4A / T GL AC 2AB,5769956,84812,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.4 GL AC 2AB 6MT,4926017,67934,8
Sedán,2015,HYUNDAI,ELANTRA,MD FL GLS 1.6 AC 2AB,5901838,87450,8
Sedán,2015,HYUNDAI,ELANTRA,MD SDN 6A / T AC 2AB ABS,6968795,117303,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.6 GL AC DIESEL,5526522,79944,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.6 GL AC 2AB 6MT,5254418,74502,8
Sedán,2015,HYUNDAI,ELANTRA,MD FL GLS 1.6 2AB ABS,6736915,110347,8
Sedán,2015,HYUNDAI,I 10,I-10 BA 5DR 1.0 GL DH,3855262,46518,8
Sedán,2015,HYUNDAI,ELANTRA,MD SDN 6M / T AC 2AB ABS,6321939,97898,8
Sedán,2015,HYUNDAI,ELANTRA,MD SDN 6A / T GLS COMPLETO,8081387,150681,8
Sedán,2015,HYUNDAI,SONATA,LF 2.0 MT GL MT,8478126,162583,8
Sedán,2015,HYUNDAI,I 10,I-10 BA 5DR 1.0 GL BASE,3493022,39274,8
Sedán,2015,HYUNDAI,ACENTO,RB SDN GL AV,4924730,67908,8
Sedán,2015,HYUNDAI,ELANTRA,MD SDN 6M / T GL AB,5399091,77395,8
Sedán,2015,HYUNDAI,ACENTO,TAXI RB SDN GL AC,5373217,76878,8
Sedán,2015,HYUNDAI,I 10,BA 5DR GLS 2AB AC,4226126,53936,8
Hatchback,2015,HYUNDAI,ACENTO,RB HB 1.6 GLS COMPLETO,5845540,86324,8
Hatchback,2015,HYUNDAI,I 10,BA 1.2 GLS AB AC,4053408,50481,8
Hatchback,2015,HYUNDAI,I30,GD 5DR 1.6 6M / T GLS,6527222,104056,8
Hatchback,2015,HYUNDAI,I30,GD 1.6 GLS SOL MT,6793212,112036,8
Hatchback,2015,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS PREMI,8232611,155218,8
Hatchback,2015,HYUNDAI,ACENTO,RB 5DR 4A / T GLS COMPLETO,6241549,95486,8
Hatchback,2015,HYUNDAI,I30,GD 5DR 1.8 6A / T GLS COMPLETO,8111416,151582,8
Hatchback,2015,HYUNDAI,I30,GD 1.8 GLS LLENO EN,7769033,141311,8
Hatchback,2015,HYUNDAI,ACENTO,RB HB GLS 2AB ABS 6MT,5404545,77504,8
Hatchback,2015,HYUNDAI,I 10,BA 1.2 GLS EN 2AB ABS AC,4597616,61366,8
Hatchback,2015,HYUNDAI,EÓN,"HA 5DR 0,8 5 M / T GL",3021221,30212,8
Hatchback,2015,HYUNDAI,ACENTO,RB 5DR GLS AC 2AB ABS,5375870,76931,8
Hatchback,2015,HYUNDAI,ACENTO,RB 1.6 GLS 2AB ABS 6MT,5661544,82644,8
Hatchback,2015,HYUNDAI,I30,GD 5DR 1.6 6M / T GLS SOL,7280364,126651,8
Hatchback,2015,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS COMPLETO,7713204,139636,8
Hatchback,2015,HYUNDAI,ACENTO,RB 5DR GLS AC 2AB ABS,5774082,84895,8
Hatchback,2015,HYUNDAI,ACENTO,RB 5DR GLS COMPLETO,6085726,91128,8
Hatchback,2015,HYUNDAI,VELOSTER,1.6 GLS LLENO EN,7618907,136807,8
Hatchback,2015,HYUNDAI,VELOSTER,1.6 GLS PREMIUM,7872245,144407,8
Hatchback,2015,HYUNDAI,ACENTO,RB HB 1.6 GLS COMPLETO 6MT,5695414,83321,8
Hatchback,2015,HYUNDAI,I 10,BA 1.2 GLS AB,3964811,48709,8
Hatchback,2015,HYUNDAI,VELOSTER,FS 4DR 6A / T GLS COMPLETO,7721860,139895,8
Hatchback,2015,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS,6466625,102238,8
Hatchback,2015,HYUNDAI,I30,GD 5DR 1.8 6M / T GLS COMPLETO,7791115,141973,8
Hatchback,2015,HYUNDAI,EÓN,"0,8 GLS",3321543,35844,8
Hatchback,2015,HYUNDAI,EÓN,"0,8 GL",2918079,29181,8
Hatchback,2015,HYUNDAI,I 10,BA 1.0 GL (BASE),3368457,36782,8
Hatchback,2015,HYUNDAI,I 10,BA 1.0 GL DH,3490435,39222,8
Hatchback,2015,HYUNDAI,I 10,BA 1.2 GLS AC,3884516,47104,8
Hatchback,2015,HYUNDAI,I 10,BA 1.2 GLS 2AB AC,4293770,55289,8
Hatchback,2015,HYUNDAI,ACENTO,RB HB 1.4 GL AV 1AB 6MT,4943029,68274,8
Hatchback,2015,HYUNDAI,ACENTO,RB HB 1.4GLS AC 2AB ABS,5226270,73939,8
Hatchback,2015,HYUNDAI,ACENTO,RB 5DR GL AV AB,4925716,67928,8
Hatchback,2015,HYUNDAI,VELOSTER,1.6 GLS,6014432,89702,8
Hatchback,2015,HYUNDAI,VELOSTER,1.6 GLS COMPLETO MT,7356186,128925,8
Hatchback,2015,HYUNDAI,I30,GD 1.6 GLS MT,6098878,91391,8
Hatchback,2015,HYUNDAI,I30,GD 1.8 GLS COMPLETO MT,7562609,135118,8
Camioneta,2015,HYUNDAI,PORTERO,HR STD CRDI CH PS ELWB,7055933,119918,8
Camioneta,2015,HYUNDAI,PORTERO,HR STD CRDI CARROZ PSCC,8572182,165405,8
Camioneta,2015,HYUNDAI,PORTERO,0 2.5 CRDI GL DC AV,8546258,164627,8
Camioneta,2015,HYUNDAI,PORTERO,0 2.5 CRDI GL CARROZADA,8822779,172923,8
Camioneta,2015,HYUNDAI,PORTERO,0 2.5 CRDI GL CAMIONETA,7699409,139222,8
Camioneta,2015,HYUNDAI,PORTERO,0 2.5 CRDI GL CHASIS AV,7457452,131963,8
Camioneta,2015,HYUNDAI,PORTERO,HR STD CRDI A2 PS AV E5,7299888,127236,8
Camioneta,2015,HYUNDAI,PORTERO,HR STD CRDI A2 DC PS AV,8238177,155385,8
Hatchback,2016,HYUNDAI,I30,GD 1.6 GLS SOL MT,7722118,139903,7
Sedán,2016,HYUNDAI,I 10,I-10 BA 5DR 1.0 GL BASE,3800070,45415,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR GL AV AB,5338864,76190,7
Hatchback,2016,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS COMPLETO,8360155,159044,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN GLS 2AB ABS,6164559,93176,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR GLS AC 2AB ABS,6258388,95991,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR GLS COMPLETO,11071810,240394,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR GL AC 2ABABS,8012988,148629,7
Camioneta,2016,HYUNDAI,PORTERO,0 2.5 CRDI GL CAMIONETA,8360155,159044,7
VAN,2016,HYUNDAI,H1,MB CRDI MT GLS A2 9S,11616018,256720,7
VAN,2016,HYUNDAI,H1,MB 2.5 CRDI 10S AC 2AB ABS,11587869,255876,7
Sedán,2016,HYUNDAI,EQUUS,"5,0 en",29800058,1019841,7
Sedán,2016,HYUNDAI,I 10,I-10 BA SDN GL 2AB,3972803,48869,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR GL AC 2AB ABS SE,5945820,88330,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN 1.4 6MT GL 2AB,5377502,76963,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN 1.4 6M / T GL AV,5050026,70414,7
Sedán,2016,HYUNDAI,ELANTRA,AD SDN GLS ABS INTELIGENTE,8479908,162637,7
Sedán,2016,HYUNDAI,ELANTRA,AD SDN GL 2AB AC SMART,7428537,131096,7
Sedán,2016,HYUNDAI,ELANTRA,ANUNCIO SDN GLS COMPLETO,9565750,195212,7
Camioneta,2016,HYUNDAI,PORTERO,0 2.5 CRDI GLS CAMIONTA,8704821,169384,7
Camioneta,2016,HYUNDAI,PORTERO,0 2.5 CRDI GLS CARROZDA,9379679,189630,7
VAN,2016,HYUNDAI,H1,MB CRDI GLS 10S AC 2AB ABS,11473398,252442,7
VAN,2016,HYUNDAI,H1,MB CRDI GLS A2 9S 2AB,12008426,268492,7
Sedán,2016,HYUNDAI,GÉNESIS,DH 5.0 AT,22897475,709225,7
VAN,2016,HYUNDAI,GRAN SANTA FE,NC GLS 4WD COMPLETO,14890646,376420,7
Sedán,2016,HYUNDAI,I 10,I-10 BA 5DR 1.0 GL DH,4194152,53296,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN GL AV,5357630,76566,7
Sedán,2016,HYUNDAI,ELANTRA,MD SDN 6A / T AC 2AB ABS,7581375,135681,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR 4A / T GLS COMPLETO,6765064,111192,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL ABS,9035723,179311,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN CRDI GLS COMPLETO,14036803,342267,7
VAN,2016,HYUNDAI,GRAN SANTA FE,NC 5DR CRDIFULL,16917351,457489,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN GLS,10396242,220127,7
VAN,2016,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S DP,9880183,204645,7
Sedán,2016,HYUNDAI,I 10,BA 5DR GLS 2AB ABS,4955231,68518,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR 1.4 GL 2AB ABSAC,5755969,84533,7
Hatchback,2016,HYUNDAI,I30,GD 5DR 1.6 CRDI GLS SOL,8724564,169977,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR 1.6 GL COMPLETO,6049376,90401,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR CRDI GL ACAB ABS,6722488,109914,7
SUV,2016,HYUNDAI,CRETA,GS 1.6 EN GLS 2AB ABS,7958907,147007,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN 2.4 4WD GLS,10712259,229607,7
VAN,2016,HYUNDAI,H1,MB CRDI GLS 9S AC 2AB,11549830,254734,7
Sedán,2016,HYUNDAI,AZERA,HG SDN 3.0 6AT GLS,12823276,293726,7
Hatchback,2016,HYUNDAI,EÓN,"HA 5DR 0,8 5 M / T GL",3274629,34906,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN CRDI AC 2AB ABS,7431249,131177,7
Sedán,2016,HYUNDAI,SONATA,LF 2.0 MT GL MT,9223381,184941,7
SUV,2016,HYUNDAI,TUCSON,TL CRDI 6MT GL ADVANCE,9664377,198171,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN GLS,9992778,208023,7
Camioneta,2016,HYUNDAI,PORTERO,0 2.5 CRDI GL CHASIS AV,8097434,151163,7
VAN,2016,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S,9776971,201549,7
Sedán,2016,HYUNDAI,I 10,BA SDN GL 2AB AC,4084834,51110,7
Sedán,2016,HYUNDAI,ACENTO,RB 1.4 GL 2AB AC ABS,6049691,90407,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN 1.4 2AB,5446445,78342,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN GLS AC 2AB ABS,6635701,107311,7
Camioneta,2016,HYUNDAI,PORTERO,0 2.5 CHASIS CRDI GLS,8346036,158621,7
Camioneta,2016,HYUNDAI,PORTERO,"2,5 CRDI GL DC",9260085,186042,7
VAN,2016,HYUNDAI,H1,MB CRDI GL 18S ​​AC 2AB ESCO,10360877,219066,7
Sedán,2016,HYUNDAI,AZERA,HG SDN 3.0 6AT,13607495,325094,7
Sedán,2016,HYUNDAI,EQUUS,VI SDN 4.6 8A / T GLS,31506650,1096638,7
Hatchback,2016,HYUNDAI,I 10,BA 1.2 GLS EN 2AB ABS AC,5123058,71874,7
SUV,2016,HYUNDAI,TUCSON,LM FL CRDI GL 2AB,9157701,182971,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN GL AC 2AB,5348247,76378,7
Sedán,2016,HYUNDAI,ELANTRA,MD SDN 6M / T GL AB,5873689,86887,7
SUV,2016,HYUNDAI,TUCSON,TL 6MT GL ADVANCE,8388304,159889,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR GL AC 2ABABS,8228794,155103,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN GLS COMPLETO,13351852,314869,7
Sedán,2016,HYUNDAI,I 10,BA SDN GLS 2AB ABS,4567430,60762,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN GL 2AB ABS AC LL,5929042,87994,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN 6MT GL AC 2AB,5722215,83857,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN 1.4 6MT L 2AB,5386120,77136,7
Sedán,2016,HYUNDAI,ELANTRA,AD SDN GLS 2AB AC ABS,8290316,156949,7
Sedán,2016,HYUNDAI,ELANTRA,AD SDN GLS ABS INTELIGENTE,8057636,149969,7
Hatchback,2016,HYUNDAI,I30,GD 5DR 1.8 6A / T,5764598,84705,7
Sedán,2016,HYUNDAI,ELANTRA,MD SDN 1.8,6945940,116618,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN 2.4 4WD GLS,9955088,206892,7
VAN,2016,HYUNDAI,H1,MB CRDI GLS 2AB LL ABS,12840694,294422,7
VAN,2016,HYUNDAI,GRAN SANTA FE,NC GLS 4WD,14046186,342642,7
Sedán,2016,HYUNDAI,I 10,I-10 BA 5DR 1.2 GLS AC,4391192,57237,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN 4A / T GL AC 2AB,6277153,96554,7
Sedán,2016,HYUNDAI,ELANTRA,MD SDN 6A / T GLS COMPLETO,8791768,171993,7
SUV,2016,HYUNDAI,TUCSON,TL 6AT GLS PREMIUM,10743409,230542,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR GL AB ABS,7628290,137088,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN CRDI GLS,11259468,246024,7
VAN,2016,HYUNDAI,GRAN SANTA FE,NC 5DR CRDI GLS,14881263,376045,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN 4WD GLS,11559720,255031,7
VAN,2016,HYUNDAI,H1,MB 2.5 CRDI 6M / T GL 10S AC,11522189,253905,7
Hatchback,2016,HYUNDAI,EÓN,HA 5DR 0.8 5M / T GLS,3822930,45872,7
Hatchback,2016,HYUNDAI,I 10,BA 1.2 GLS 2AB AC,4780820,65030,7
Hatchback,2016,HYUNDAI,ACENTO,RB HB GL CVT GL 2AB AC,6135673,92310,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR 1.6 L LLENO,6420451,100853,7
SUV,2016,HYUNDAI,CRETA,GS 1.6 MT GLS 2AB ABS,7588925,135907,7
Sedán,2016,HYUNDAI,SONATA,LF 2.0 EN GLS 2.0 LMTED,11797758,262172,7
SUV,2016,HYUNDAI,TUCSON,TL 2.0 4WD GLS LIMITADO,11693140,259034,7
Sedán,2016,HYUNDAI,AZERA,HG SDN 2.4 6AT GLS,11048010,239680,7
VAN,2016,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S 2AB,9995699,208111,7
VAN,2016,HYUNDAI,H1,FG 2.5 CRDI GL 3S 2AB D.PT,10157056,212951,7
Sedán,2016,HYUNDAI,I 10,I-10 BA 5DR 1.2 GLS ABAC,4916634,67746,7
Hatchback,2016,HYUNDAI,I30,GD 5DR 1.6 6M / T GLS,7074699,120481,7
Sedán,2016,HYUNDAI,ELANTRA,MD SDN 6M / T AC 2AB ABS,6877658,114569,7
Sedán,2016,HYUNDAI,ACENTO,TAXI RB SDN GL AC,5845540,86324,7
SUV,2016,HYUNDAI,TUCSON,TL 6MT GL ACTIVO,7844096,143562,7
SUV,2016,HYUNDAI,TUCSON,TL CRDI 6AT GLS PREMIUM,11409594,250527,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL 2AB,9148318,182689,7
Sedán,2016,HYUNDAI,I 10,BA 5DR GL BASE 2AB,3697033,43354,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN 1.4 6M / T GL AC,5541241,80238,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN L 2AB AC ABS LL,5903188,87477,7
SUV,2016,HYUNDAI,TUCSON,TL CRDI 4WD GLS LIMITADO,13104233,304964,7
VAN,2016,HYUNDAI,H1,FG 2.5 CRDI 6M / T ESCO,11447920,251677,7
VAN,2016,HYUNDAI,H1,MB CRDI GL 20S AC 2AB ESCO,11685711,258811,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN 4WD GLS COMPLETO,14265804,351427,7
Sedán,2016,HYUNDAI,GÉNESIS,DH 3.8 AT,20337991,594314,7
Hatchback,2016,HYUNDAI,I 10,BA 1.0 GL DH,3706242,43538,7
Sedán,2016,HYUNDAI,I 10,BA 5DR GLS 2AB AC,4597616,61366,7
Sedán,2016,HYUNDAI,I 10,I-10 BA 5DR 1.2 GLS AB,4231683,54047,7
Hatchback,2016,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS PREMI,8923128,175933,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN CRDI GL AC,6464811,102184,7
Hatchback,2016,HYUNDAI,I30,GD 5DR 1.8 6A / T GLS COMPLETO,8791768,171993,7
Sedán,2016,HYUNDAI,SONATA,LF 2.0 EN GLS 2.0 EN,10752792,230823,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR GL AC 2AB A,8876214,174526,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR GL ACL ABABS,7637672,137370,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL 4WD,10583900,225757,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN CRDI 4WD GLS,12779496,291974,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN CRDI GLS,11709847,259535,7
VAN,2016,HYUNDAI,H1,MB 2.5 CRDI 6M / T GLS 10SAC,11606635,256439,7
VAN,2016,HYUNDAI,GRAN SANTA FE,NC 5DR GLS,13229875,309990,7
Sedán,2016,HYUNDAI,I 10,BA 5DR GL DH 2AB,4188247,53178,7
Sedán,2016,HYUNDAI,I 10,BA SDN GLS ABS COMPLETO,4791493,65243,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR 1.6 GL AL COMPLETO,6066635,90746,7
Sedán,2016,HYUNDAI,ELANTRA,AD SDN GL 2AB,6808056,112481,7
Sedán,2016,HYUNDAI,ELANTRA,AD SDN GLS 2AB AC ABS,7876662,144539,7
SUV,2016,HYUNDAI,CRETA,GS 1.6 MT GL 2AB,6909192,115515,7
Sedán,2016,HYUNDAI,ELANTRA,MD 1.8 GLS AC 2AB ABS,8290316,156949,7
Sedán,2016,HYUNDAI,ELANTRA,AD SDN GLS,9505426,193402,7
Sedán,2016,HYUNDAI,ELANTRA,AD SDN GLS FULL SMART,9720870,199866,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR CRDI GLSFULL,11521056,253871,7
